vessel_id,mmsi,imo,shipname,callsign,flag_code,flag,ship_type_summary,ship_type_detail_name,length_m,width_m,dwt,grt,year_built
01758c58-4af0-795c-bcfb-1b4f0a6d1170,477630300,9887683.0,HUI ZHI HAI,VRTQ5,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Cargo ships, all ships of this type",Bulk Carrier,299.95001,50.040001,210918.0,108847.0,2020.0
01887f9d-5b58-792e-8073-b25a1cbec059,538010690,9951721.0,TS VANCOUVER,V7A7269,MH,Marshall Islands (Republic of the),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS",Container Ship,185.89999,35.0,37412.0,29658.0,2023.0
01774777-41f0-745b-8ef9-07c28c0b4880,219027748,9885130.0,NAKSKOV MAERSK,OYLZ2,DK,Denmark,"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category Y",Container Ship,172.0,32.0,27639.0,26255.0,2021.0
0171ed31-f758-793e-b0e3-2f45fad89e19,574004490,9844019.0,PTSC 10,3WBZ7,VN,Viet Nam (Socialist Republic of),Tugs,Tugs,35.0,12.0,217.0,484.0,2019.0
018087a6-cfd0-7766-ad15-875c182d0628,413608520,9545338.0,HAIYANGSHIYOU 609,BPXJ6,CN,China (People's Republic of),Other types of ship,Multi Purpose Offshore Vessel,69.599998,14.8,1913.0,1916.0,2008.0
0177ecb4-6f80-7c55-83f2-ce5870c1ccaa,477206100,9854569.0,CL BAISE,VRXG6,LR,Liberia (Republic of),"Cargo ships, all ships of this type",Bulk Carrier,299.95,50.0,208000.0,108000.0,2021.0
014e4799-5908-7825-82ff-e8a8521bd797,413521610,9633111.0,YUE HAI TIE 3 HAO,BPEC9,CN,China (People's Republic of),"Passenger ships, all ships of this type",Rail/Vehicles Carrier,188.0,26.0,6557.0,23217.0,2011.0
019342c8-2bf8-70bb-84b5-ffe2334766da,352004766,9989089.0,SOUTHERN RESPECT,3E7013,PA,Panama (Republic of),"Tanker(s), all ships of this type",Crude Oil Tanker,243.8,44.0,115000.0,60177.0,2025.0
014e46ea-0e08-798a-8db8-57e3c5253313,565661000,9342504.0,MAERSK ANTARES,9VHK7,SG,Singapore (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,337.60001,45.599998,122405.0,109534.0,2007.0
014e4704-6438-7b91-aafe-0e4ea47c6659,354203000,9250220.0,MEDITERRANEANHIGHWAY,H9WT,PA,Panama (Republic of),"Cargo ships, all ships of this type",Vehicles Carrier,200.0,32.0,17228.0,55493.0,2002.0
014e47c3-0118-78a0-8ef4-885ca22b72d9,636090967,9314961.0,MONACO,A8IF2,LR,Liberia (Republic of),"Cargo ships, no additional information","Cargo ships, no additional information",222.17,30.040001,39200.0,28927.0,2006.0
014e46ec-a618-7a22-8038-90230147cbcd,414381000,9233521.0,ZHUN XING 7,BTJE3,CY,Cyprus (Republic of),"Cargo ships, all ships of this type",Bulk Carrier,225.0,32.23,74255.0,38841.0,2001.0
019134eb-7d70-7e62-8052-9170d6f00068,413600690,1064986.0,AN JI HAI YANG,BPVP6,CN,China (People's Republic of),Other types of ship,Research/Survey Vessel,73.0,14.0,80.0,2089.0,2024.0
014e46eb-1b90-76f1-91ed-a9f620b05467,636021760,9317925.0,MSC TAMPA V,5LFN8,LR,Liberia (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X","Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",294.12,33.16,53880.0,53481.0,2006.0
014e4d27-f870-7eda-bf3a-72f98cc77820,212505000,9579030.0,STENA SUPERIOR,5BRM6,BM,United Kingdom of Great Britain and Northern Ireland - Bermuda,"Tanker(s), all ships of this type",Crude Oil Tanker,274.0,48.0,159000.0,81232.0,2011.0
019ac8e2-eb90-7986-a39d-cb7dd715891b,352005692,1014058.0,GAS KING,HOA4612,PA,Panama (Republic of),"Tanker(s), all ships of this type",LPG Tanker,227.0,37.0,57447.0,51899.0,2026.0
0197fa7a-ac68-71d6-a4bb-8ed4e9ed3b98,574128284,,DK1 2,,VN,Viet Nam (Socialist Republic of),Not available,Unspecified,0.0,0.0,,,
01856b22-82f0-7102-aa5d-faa6489d1fb6,412536624,,SHENNAN1899,0001899,CN,China (People's Republic of),Fishing vessel,Fishing,39.0,9.0,,,
019fdcc8-5f78-78d7-81b5-19b13e5977a5,574560246,,RX LOC SON 4 F40,1234567,VN,Viet Nam (Socialist Republic of),Fishing vessel,Fishing vessel,,12.0,,,
01808738-46f0-7645-b478-2c183ac27b24,413880000,9398943.0,YUAN YANG HU,BQCH,CN,China (People's Republic of),"Tanker(s), all ships of this type",Crude Oil Tanker,330.0,60.0,297305.0,153305.0,2010.0
015667fa-ec68-77ac-af8c-b1f661e93d79,414784000,9747364.0,TIAN HONG ZUO,BPFH,CN,China (People's Republic of),"Tanker(s), all ships of this type",Crude Oil Tanker,220.0,32.0,64985.0,40779.0,2016.0
018379ee-54f0-7cf3-b9de-edc27a17702a,574014811,9949376.0,HAI AU 03,XVCT4,VC,Saint Vincent and the Grenadines,Tugs,Tugs,28.57,10.8,100.0,299.0,2022.0
0197f6b1-b1d0-791d-8673-a0078b3e75a9,636024369,1029481.0,JIN YUAN MEN,5LSG6,CN,China (People's Republic of),"Cargo ships, all ships of this type",Bulk Carrier,199.0,32.0,63550.0,35639.0,2025.0
014e47b5-5130-78f5-a5ee-a25f8bd1bd9c,431557000,9207754.0,PROCYON LEADER,7KAX,PA,Panama (Republic of),"Cargo ships, all ships of this type",Vehicles Carrier,179.89999,32.200001,16898.0,53645.0,2000.0
014e4852-f4a8-76d6-9447-6d0318c7b6c3,355368000,9242687.0,TRUONG LONG 02,HOLZ,PA,Panama (Republic of),"Cargo ships, all ships of this type",Wood Chips Carrier,228.92999,35.400002,62806.0,48191.0,2002.0
014e47ed-e590-7768-8e76-bea7eef2c493,477995357,9677014.0,PACIFIC TRUST,VRS4723,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Tanker(s), all ships of this type",Oil Products Tanker,48.040001,14.0,1393.0,1187.0,2013.0
014e4704-1230-7973-a46d-126e4d2011b7,566358000,9704087.0,CAPE EXCELSIOR,9V2903,SG,Singapore (Republic of),"Cargo ships, all ships of this type",Bulk Carrier,299.88,47.5,187888.0,99212.0,2015.0
0186598d-5118-78b4-bc17-a99ee7170408,256381000,9936197.0,CNC CHEETAH,9HA5817,MT,Malta,"Cargo ships, all ships of this type","Cargo ships, all ships of this type",185.99001,36.0,37565.0,33300.0,2023.0
0197f3d5-49b8-7bfa-8ec7-679af073386d,412520179,,QIONGSANSHAYU00212,0,CN,China (People's Republic of),Fishing vessel,Fishing,59.0,9.0,,,
014e4b1e-5d30-78eb-925f-cd872881cfea,249346000,9400289.0,NAVARINO,9HA4024,GR,Greece,"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category Z",Container Ship,335.0,43.0,102302.0,91354.0,2010.0
014e503e-e8e8-7a56-9de0-506a156e781b,413203280,9571179.0,YUAN DONG RU YI,BPOB7,CN,China (People's Republic of),"Tanker(s), carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category Y",Chemical Tanker,96.599998,15.0,3885.0,3139.0,2012.0
0180874c-8e58-782e-b9b1-68478c4fc791,574480000,9167851.0,PACIPIC EXPRESS,3WQO,VN,Viet Nam (Socialist Republic of),"Cargo ships, all ships of this type",Container Ship,128.5,22.4,11117.0,8333.0,1997.0
018c5669-7cb8-76f5-a046-dc3fa36098ad,477997080,1017608.0,HU SHAN,VRS6362,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Tanker(s), all ships of this type",Oil Products Tanker,69.900002,15.0,2812.0,1772.0,2023.0
01656a40-42e8-712a-9ab9-c2e70e147614,372932000,9823730.0,MCC CEBU,3EZV,PA,Panama (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,185.99001,36.0,37621.0,32828.0,2018.0
014e46eb-1b90-738d-8638-69d6025c755e,574005970,9493951.0,VIET THUAN 56 03,XVLR7,GB,United Kingdom of Great Britain and Northern Ireland,"Cargo ships, all ships of this type",Bulk Carrier,189.99001,32.259998,58089.0,32287.0,2009.0
0193999a-8930-711f-9544-62b14e9e2d4e,413388820,9654189.0,YIN RUI,BPOK,CN,China (People's Republic of),"Cargo ships, all ships of this type",Bulk Carrier,189.98,32.259998,44945.0,29644.0,2012.0
014e46ef-22d0-721b-b7b2-10ef619b99b5,352003996,9189081.0,TIAN HAO 18,3E5388,GR,Greece,"Cargo ships, all ships of this type",Bulk Carrier,224.95,32.240002,72844.0,38564.0,1999.0
016878c9-f158-7981-be7c-5deaa0083fd7,477996280,9865817.0,GUO WEN,VRSH2,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Tanker(s), all ships of this type",Oil Products Tanker,38.0,9.0,453.0,474.0,2019.0
014e46f7-2598-7034-ae0e-5120be3e8b00,574380000,9391555.0,VIEN DONG 151,3WPB,VN,Viet Nam (Socialist Republic of),"Cargo ships, all ships of this type",General Cargo,102.84,17.0,6509.0,4124.0,2006.0
019376c2-8d90-7cca-82c9-c2465c76c89e,413604860,1056123.0,XING TONG 17,BPWO7,CN,China (People's Republic of),"Tanker(s), carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category Y","Tanker(s), carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category Y",99.0,15.5,3700.0,3431.0,2024.0
014e4723-7940-73d1-a05e-109feb6ee171,636014908,9468229.0,FPMC B 201,A8XJ4,LR,Liberia (Republic of),"Cargo ships, all ships of this type",Bulk Carrier,177.85,28.6,37153.0,22852.0,2011.0
0181f022-2ec8-7ffb-af9f-ca0cc04697d3,636021814,9555175.0,WAN HAI 178,5LFU8,LR,Liberia (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category Y",Container Ship,171.89999,28.450001,24488.0,18848.0,2022.0
0180c0f5-d8f8-7161-b609-9bac1e96c648,477996907,9950923.0,ZHONG RAN 310,VRS6195,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Tanker(s), all ships of this type",Oil Products Tanker,77.800003,15.0,3247.0,1953.0,2022.0
0168fb5f-dfd8-7b77-bd8d-8689d0283b5f,357527000,9119153.0,STEP FORWARD,3FOI3,PA,Panama (Republic of),"Cargo ships, all ships of this type",General Cargo,114.5,19.6,11728.0,7873.0,1995.0
01921655-54c0-7b5d-8089-8782478bbbdd,563237800,9935272.0,EVER MEMO,9V7641,SG,Singapore (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category OS",Container Ship,366.0,51.0,156305.0,165350.0,2024.0
014e4b56-f578-76fd-94f5-e3d6fbed5b77,636020886,9233856.0,HOLSATIA,5LBE8,GB,United Kingdom of Great Britain and Northern Ireland,"Cargo ships, all ships of this type",Container Ship,260.0,32.349998,50790.0,39941.0,2003.0
014e46f4-fed0-75ab-b2c0-ce20dcea251a,229347000,9512331.0,NBA MAGRITTE,9HA3255,MT,Malta,"Cargo ships, all ships of this type",Bulk Carrier,228.99001,32.259998,82099.0,43013.0,2013.0
014e4902-a538-7d06-af27-52878dd67e33,636018693,9315874.0,GSL VALERIE,A8JM3,LR,Liberia (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,221.0,30.030001,39200.0,28927.0,2005.0
014e46f4-c820-7bd9-b90c-6ffc88db9c3e,477960900,9325661.0,OCEAN CONFIDENCE,VRAU2,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Cargo ships, all ships of this type",Bulk Carrier,289.0,45.0,175000.0,88853.0,2005.0
014e4798-ad28-72b7-9b44-f97a9c715f04,412684000,9244910.0,DE KUN,BSFT,CN,China (People's Republic of),Tugs,Tug/Supply Vessel,65.599998,14.0,1204.0,1720.0,2001.0
01981a03-c358-7db0-b35f-579729939614,574565908,,E40,1234567,VN,Viet Nam (Socialist Republic of),Fishing vessel,Fishing,26.0,6.0,,,
014e46eb-5240-7dc4-8657-f32376a5b0dc,219629000,9632131.0,MARGRETHE MAERSK,OWYZ2,DK,Denmark,"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,399.20001,59.0,214733.0,194849.0,2015.0
0190054e-8b80-7441-b3d4-df99bc927454,352003997,9981154.0,HMM MIRACLE,3E5389,PA,Panama (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,172.0,29.0,22850.0,18812.0,2024.0
014e4712-1038-7cf1-9dfa-9c4f8b59cf3f,477050900,9642784.0,MING DE,VRMS5,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Cargo ships, all ships of this type",Bulk Carrier,229.0,32.0,82110.0,44543.0,2014.0
01808739-2980-752d-9290-a238ac86e5e1,563161900,9436185.0,MAERSK VICTORIA,9V8105,MH,Marshall Islands (Republic of the),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,175.44,27.440001,23550.0,18257.0,2010.0
019ffaee-11f0-7e2e-8da5-ae6ce6c00461,412523892,,QIONDANYU11366,70018,CN,China (People's Republic of),"Cargo ships, all ships of this type","Cargo ships, all ships of this type",18.0,5.0,,,
0176211a-1088-7902-9510-6c36d82e71d2,636019985,9860934.0,YM TARGET,D5XC6,LR,Liberia (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,331.92001,48.34,132604.0,115761.0,2021.0
0198d49c-60f8-7601-b01a-50fd8fb31c7c,412446306,,MINDONGYU61555,61555,CN,China (People's Republic of),Fishing vessel,Fishing vessel,31.0,6.0,,,
01808832-df48-7683-8b79-b9dcb4f57548,412529169,,ZHUWAN3968,HHH,CN,China (People's Republic of),Fishing vessel,Fishing,31.0,8.0,,,
014e46f9-e8a0-766a-a3e1-a7dce528bf54,477182500,9639660.0,SITC FANGCHENG,VRLG3,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,143.17,22.82,12697.0,9734.0,2012.0
014e4798-95b8-780d-b18f-48a403871e33,477311600,9484285.0,COSCO COLOMBO,VRKN9,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,261.10999,32.299999,49971.0,40447.0,2012.0
01647e42-c758-78a7-9fd3-b4a123a13bdc,636019058,9395941.0,NAVIOS BAHAMAS,A8UE7,LR,Liberia (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category Y",Container Ship,258.89001,32.290001,52173.0,40741.0,2010.0
019fa0bd-bca8-75d2-85b4-f064d72d853f,574021269,,P2 269XNOI C40 96,,VN,Viet Nam (Socialist Republic of),Not available,Unspecified,10.0,10.0,,,
01808738-4308-7a6f-8d53-31647f5e052e,477274900,9610535.0,SITC KWANGYANG,VRJQ9,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,143.0,22.0,,,
018ca994-ced8-72e0-a7e7-4cd9dbaa2b55,413567610,1055753.0,JIANXING567,,CN,China (People's Republic of),"Tanker(s), all ships of this type",Chemical Tanker,98.900002,16.0,4776.0,3774.0,2024.0
01694513-61e0-7d70-a8f1-7f6e210783ab,574014131,9868546.0,VIET THUAN 235 02,XVFC3,VN,Viet Nam (Socialist Republic of),"Cargo ships, all ships of this type",General Cargo,150.55,27.0,23680.0,15009.0,2018.0
014e46f8-8910-730b-9cbc-1d6b7f46c4d9,273251960,9433145.0,IPANEMA,UARA3,LR,Liberia (Republic of),"Cargo ships, all ships of this type",Container Ship,179.7,27.6,25902.0,21018.0,2009.0
014e4818-c238-7c7d-a641-64843f3c636e,636022256,9224879.0,GREAT WENCHANG,5LHX6,PA,Panama (Republic of),"Cargo ships, all ships of this type",Bulk Carrier,289.0,45.049999,171381.0,87497.0,2002.0
01645def-57a0-78c1-a314-87b5debee2c5,567625000,9401398.0,YANEE,HSB9118,PA,Panama (Republic of),"Tanker(s), carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Oil/Chemical Tanker,128.72,20.0,12999.0,7745.0,2009.0
019cbd0d-e390-7251-af63-563af3a423d3,636023531,1038626.0,ANJI LUCK,5LOD8,LR,Liberia (Republic of),"Cargo ships, all ships of this type",Vehicles Carrier,228.0,38.0,,,2026.0
014e47c4-2610-78c3-bc98-0a00acb0a9c8,566958000,9597551.0,APL CHARLESTON,9V9923,SG,Singapore (Republic of),"Cargo ships, all ships of this type",Container Ship,328.0,45.0,115025.0,109712.0,2013.0
014e476d-3058-7d65-a16d-d656a3be9d4e,477466300,9691113.0,SITC SHANDONG,VRNQ7,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,172.0,28.0,21355.0,17119.0,2014.0
01961929-bd40-7f2f-910d-ad1290b32791,538011495,1015753.0,MTR JUPITER,V7A3039,MH,Marshall Islands (Republic of the),"Cargo ships, all ships of this type",Bulk Carrier,182.9,32.0,40502.0,24500.0,2025.0
014e4ed6-e8c0-73ce-8197-f3a199975b2b,413499160,9568158.0,HAI YU 809,BPEF4,CN,China (People's Republic of),"Tanker(s), all ships of this type","Tanker(s), all ships of this type",145.5,23.0,16524.0,11255.0,2010.0
01809811-f7a0-7f84-9244-e307da6c3d85,412536055,,SHENSHE5069,5069,CN,China (People's Republic of),Fishing vessel,Fishing,22.0,6.0,,,
017ff90a-8e88-7833-b818-7d96b1f44c7f,352001306,9941386.0,HAMIT K,3E4042,PA,Panama (Republic of),"Cargo ships, all ships of this type",Bulk Carrier,229.0,32.0,82382.0,44618.0,2022.0
0175f2b0-abd0-775b-a171-174fc34d4a3f,636093181,9732319.0,AL MASHRAB,5LLM4,MH,Marshall Islands (Republic of the),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,368.0,51.0,149360.0,153148.0,2016.0
015a8c40-07f8-7e2e-8a80-765510e93527,352005808,9803558.0,PACIFIC ROSE,3E9000,MH,Marshall Islands (Republic of the),"Cargo ships, all ships of this type",General Cargo,127.0,19.0,14307.0,9967.0,2017.0
014e46ec-09d8-7b89-9ebf-77ed002c61e6,215219000,9454448.0,CMA CGM VON HUMBOLD,9HA5017,GB,United Kingdom of Great Britain and Northern Ireland,"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,396.0,53.599998,186802.0,176546.0,2013.0
014e47e8-1930-725f-b5b5-7cf445fe4077,413468970,9442627.0,CHANG FA LONG,BUAC,CN,China (People's Republic of),"Cargo ships, all ships of this type",Vehicles Carrier,140.5,24.4,6560.0,19222.0,2011.0
017ac282-05f8-7ff6-972c-4a7b1f2bdd5e,352978189,9860336.0,SOUTHERN HOPE,3E2422,PA,Panama (Republic of),"Cargo ships, all ships of this type",Wood Chips Carrier,210.0,37.0,60286.0,49737.0,2021.0
014e46ef-9be8-702f-a4c3-0bad3173f282,373630000,9158276.0,AQUARIUS LEADER,3EAX2,PA,Panama (Republic of),"Cargo ships, all ships of this type",Vehicles Carrier,200.0,32.0,22815.0,58329.0,1998.0
01815c19-2a10-7c61-add0-97bba8857017,538010060,9919254.0,TS XIAMEN,V7A5538,MH,Marshall Islands (Republic of the),"Cargo ships, all ships of this type","Cargo ships, all ships of this type",172.0,28.0,24615.0,18725.0,2022.0
0180888c-9420-7b0a-8f6c-df72d174eab6,357293000,9767089.0,GOOD HORIZON,3EVK9,PA,Panama (Republic of),"Cargo ships, all ships of this type",Bulk Carrier,292.0,44.98,182342.0,94945.0,2017.0
014e4752-12f0-7fa1-9b07-ac648430a556,636026671,9560352.0,SEATTLE BRIDGE,A8LY3,PA,Panama (Republic of),"Cargo ships, all ships of this type","Cargo ships, all ships of this type",293.17999,40.0,72890.0,71787.0,2010.0
019e636f-6fa0-7984-a963-4d7c65a52988,574502313,,LUOI BA 2KHOI B4B40,,VN,Viet Nam (Socialist Republic of),Fishing vessel,Fishing,20.0,6.0,,,
014e4c20-f850-7c3d-9056-d2545db85dc8,477995137,9439448.0,GOLDEN DRAGON 238,VRCQ9,HK,China (People's Republic of) - Hong Kong (Special Administrative Region of China),"Tanker(s), carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category Y",Oil Products Tanker,54.0,15.0,1921.0,1221.0,2007.0
0150e64f-9a60-70dc-978f-c8867fc3502d,413305460,9778167.0,HAI YANG SHI YOU 760,BSEZ,CN,China (People's Republic of),Other types of ship,Research/Survey Vessel,84.800003,18.4,2007.0,5941.0,2015.0
018c94ad-13e0-766c-a6d4-f0939c652967,352003387,9998298.0,BRAVE RUBY,3E7539,PA,Panama (Republic of),"Cargo ships, all ships of this type",General Cargo,123.0,21.0,13532.0,9968.0,2024.0
01808739-fc70-79df-86c2-dec738284360,413142000,9310044.0,XIN HUANG PU,BPBP,CN,China (People's Republic of),"Cargo ships, all ships of this type",Container Ship,263.23001,32.200001,52247.0,41482.0,2005.0
014e495b-e8c8-7823-92d5-2bcfdac9bb54,636018562,9336165.0,MSC PALATIUM III,A8KD9,LR,Liberia (Republic of),"Cargo ships, all ships of this type",Container Ship,208.92999,30.08,34304.0,26435.0,2006.0
01692d7e-1ed0-7713-9c24-5e3ae1b59215,372604000,9848883.0,KMTC OSAKA,3EHZ9,PA,Panama (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,172.07001,27.43,22444.0,17853.0,2019.0
016cefc7-b390-7e98-972c-cd8f45e7562b,355581000,9838565.0,SOUTHERN TREASURE,3EWI2,PA,Panama (Republic of),"Cargo ships, all ships of this type",Wood Chips Carrier,210.0,37.0,60000.0,49702.0,2019.0
0180873c-e2a0-7687-b4ac-2890b9e17e27,351347000,9459448.0,MARIWIT,HPRW,PA,Panama (Republic of),"Cargo ships, all ships of this type",General Cargo,118.35,19.4,12190.0,8576.0,2009.0
014e46f6-fe88-74ee-9a3d-140ab8e6ac1a,413435950,9563756.0,TONG MAO 101,BKPN4,CN,China (People's Republic of),"Cargo ships, all ships of this type",General Cargo,140.7,20.0,13694.0,8934.0,2009.0
014eae60-8148-7960-8270-75c8c59d4d29,229334000,9706279.0,CNC BANGKOK,9HA5470,LR,Liberia (Republic of),"Cargo ships, carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Container Ship,171.95,27.459999,21718.0,17907.0,2015.0
01808792-e628-7de6-8261-9657063741f8,351376000,9430727.0,GREAT PRINCESS,3EVB4,PA,Panama (Republic of),"Tanker(s), carrying DG and/or MHB, HS, or MP, IMO hazard or pollutant category X",Oil/Chemical Tanker,146.0,22.0,13897.0,9366.0,2014.0
0198cd4f-3cf8-7eec-b592-7b04dfe22a34,412466309,,YUEHUILAIYU43168,,CN,China (People's Republic of),Fishing vessel,Fishing vessel,20.0,6.0,,,
